test,p,q,amplitude,LB(amplitude),UB(amplitude),acrophase,LB(acrophase),UB(acrophase),acrophase[h]
test1,0.0002444134037864476,0.0004888268075728952,1.0397664641196365,0.9727927971903749,1.106740131048898,-6.141726378411045,-6.333147176077031,-5.973005339502459,23.459666693808057
test2,0.14944247008201772,0.14944247008201772,0.9321109595441402,0.4967164537047092,1.3675054653835712,-3.1888524073827416,-3.252852871905899,-3.111857801603961,12.180518962210888
test3,0.045681502004022656,0.060908669338696875,0.9761462675070305,0.8388074129336812,1.1134851220803799,-0.04301015379813631,-0.2540484789322982,0.15953063646413487,0.16428668592278522
test4,0.00011327141376515915,0.0004530856550606366,1.0716330217167362,0.7473644124825041,1.3959016309509684,-3.049739441283481,-3.2751332348034348,-2.645111197264898,11.649146573341946
